X_(Angstroms),Y_(Angstroms),rho/rho_uniforme
-19.801980,17.821782,0.000000
-19.801980,18.217822,0.000000
-19.801980,18.613861,0.000000
-19.801980,19.009901,0.000000
-19.801980,19.405941,0.000000
-19.801980,19.801980,0.000000
-19.405941,-19.801980,0.000000
-19.405941,-19.405941,0.000000
-19.405941,-19.009901,0.000000
-19.405941,-18.613861,0.000000
-19.405941,-18.217822,0.000000
-19.405941,-17.821782,0.000000
-19.405941,-17.425743,0.000000
-19.405941,-17.029703,0.000000
-19.405941,-16.633663,0.000000
-19.405941,-16.237624,0.000000
-19.405941,-15.841584,0.000000
-19.405941,-15.445545,0.000000
-19.405941,-15.049505,0.000000
-19.405941,-14.653465,0.000000
-19.405941,-14.257426,0.000000
-19.405941,-13.861386,0.000000
-19.405941,-13.465347,0.000000
-19.405941,-13.069307,0.000000
-19.405941,-12.673267,0.000000
-19.405941,-12.277228,0.000000
-19.405941,-11.881188,0.000000
-19.405941,-11.485149,0.000000
-19.405941,-11.089109,0.000000
-19.405941,-10.693069,0.000000
-19.405941,-10.297030,0.000000
-19.405941,-9.900990,0.000000
-19.405941,-9.504950,0.000000
-19.405941,-9.108911,0.000000
-19.405941,-8.712871,0.000000
-19.405941,-8.316832,0.000000
-19.405941,-7.920792,0.000000
-19.405941,-7.524752,0.000000
-19.405941,-7.128713,0.000000
-19.405941,-6.732673,0.000000
-19.405941,-6.336634,0.066707
-19.405941,-5.940594,0.377150
-19.405941,-5.544554,0.722229
-19.405941,-5.148515,0.905672
-19.405941,-4.752475,0.932612
-19.405941,-4.356436,1.073722
-19.405941,-3.960396,1.010864
-19.405941,-3.564356,0.950571
-19.405941,-3.168317,0.968531
-19.405941,-2.772277,0.994187
-19.405941,-2.376238,0.998035
-19.405941,-1.980198,0.986490
-19.405941,-1.584158,0.989056
-19.405941,-1.188119,0.931329
-19.405941,-0.792079,1.014712
-19.405941,-0.396040,1.087833
-19.405941,0.000000,0.968531
-19.405941,0.396040,0.980076
-19.405941,0.792079,0.958268
-19.405941,1.188119,0.953137
-19.405941,1.584158,0.994187
-19.405941,1.980198,0.954420
-19.405941,2.376238,0.915935
-19.405941,2.772277,0.982642
-19.405941,3.168317,0.999318
-19.405941,3.564356,0.977510
-19.405941,3.960396,0.996753
-19.405941,4.356436,0.965965
-19.405941,4.752475,0.969813
-19.405941,5.148515,0.664502
-19.405941,5.544554,0.373301
-19.405941,5.940594,0.097494
-19.405941,6.336634,0.000000
-19.405941,6.732673,0.000000
-19.405941,7.128713,0.000000
-19.405941,7.524752,0.000000
-19.405941,7.920792,0.000000
-19.405941,8.316832,0.000000
-19.405941,8.712871,0.000000
-19.405941,9.108911,0.000000
-19.405941,9.504950,0.000000
-19.405941,9.900990,0.000000
-19.405941,10.297030,0.000000
-19.405941,10.693069,0.000000
-19.405941,11.089109,0.000000
-19.405941,11.485149,0.000000
-19.405941,11.881188,0.000000
-19.405941,12.277228,0.000000
-19.405941,12.673267,0.000000
-19.405941,13.069307,0.000000
-19.405941,13.465347,0.000000
-19.405941,13.861386,0.000000
-19.405941,14.257426,0.000000
-19.405941,14.653465,0.000000
-19.405941,15.049505,0.000000
-19.405941,15.445545,0.000000
-19.405941,15.841584,0.000000
-19.405941,16.237624,0.000000
-19.405941,16.633663,0.000000
-19.405941,17.029703,0.000000
-19.405941,17.425743,0.000000
-19.405941,17.821782,0.000000
-19.405941,18.217822,0.000000
-19.405941,18.613861,0.000000
-19.405941,19.009901,0.000000
-19.405941,19.405941,0.000000
-19.405941,19.801980,0.000000
-19.009901,-19.801980,0.000000
-19.009901,-19.405941,0.000000
-19.009901,-19.009901,0.000000
-19.009901,-18.613861,0.000000
-19.009901,-18.217822,0.000000
-19.009901,-17.821782,0.000000
-19.009901,-17.425743,0.000000
-19.009901,-17.029703,0.000000
-19.009901,-16.633663,0.000000
-19.009901,-16.237624,0.000000
-19.009901,-15.841584,0.000000
-19.009901,-15.445545,0.000000
-19.009901,-15.049505,0.000000
-19.009901,-14.653465,0.000000
-19.009901,-14.257426,0.000000
-19.009901,-13.861386,0.000000
-19.009901,-13.465347,0.000000
-19.009901,-13.069307,0.000000
-19.009901,-12.673267,0.000000
-19.009901,-12.277228,0.000000
-19.009901,-11.881188,0.000000
-19.009901,-11.485149,0.000000
-19.009901,-11.089109,0.000000
-19.009901,-10.693069,0.000000
-19.009901,-10.297030,0.000000
-19.009901,-9.900990,0.000000
-19.009901,-9.504950,0.000000
-19.009901,-9.108911,0.000000
-19.009901,-8.712871,0.000000
-19.009901,-8.316832,0.000000
-19.009901,-7.920792,0.000000
-19.009901,-7.524752,0.048747
-19.009901,-7.128713,0.409220
-19.009901,-6.732673,0.755582
-19.009901,-6.336634,1.066025
-19.009901,-5.940594,1.030106
-19.009901,-5.544554,1.077570
-19.009901,-5.148515,1.049348
-19.009901,-4.752475,1.058328
-19.009901,-4.356436,1.026258
-19.009901,-3.960396,0.996753
-19.009901,-3.564356,1.064742
-19.009901,-3.168317,1.009581
-19.009901,-2.772277,1.104510
-19.009901,-2.376238,1.064742
-19.009901,-1.980198,1.069873
-19.009901,-1.584158,1.054480
-19.009901,-1.188119,0.956985
-19.009901,-0.792079,1.012147
-19.009901,-0.396040,1.095530
-19.009901,0.000000,0.983924
-19.009901,0.396040,1.069873
-19.009901,0.792079,1.116055
-19.009901,1.188119,0.960834
-19.009901,1.584158,1.017278
-19.009901,1.980198,0.937743
-19.009901,2.376238,0.949288
-19.009901,2.772277,1.023692
-19.009901,3.168317,1.060894
-19.009901,3.564356,1.042934
-19.009901,3.960396,1.003167
-19.009901,4.356436,0.987773
-19.009901,4.752475,0.980076
-19.009901,5.148515,1.001884
-19.009901,5.544554,0.995470
-19.009901,5.940594,1.022409
-19.009901,6.336634,0.794067
-19.009901,6.732673,0.366887
-19.009901,7.128713,0.044899
-19.009901,7.524752,0.000000
-19.009901,7.920792,0.000000
-19.009901,8.316832,0.000000
-19.009901,8.712871,0.000000
-19.009901,9.108911,0.000000
-19.009901,9.504950,0.000000
-19.009901,9.900990,0.000000
-19.009901,10.297030,0.000000
-19.009901,10.693069,0.000000
-19.009901,11.089109,0.000000
-19.009901,11.485149,0.000000
-19.009901,11.881188,0.000000
-19.009901,12.277228,0.000000
-19.009901,12.673267,0.000000
-19.009901,13.069307,0.000000
-19.009901,13.465347,0.000000
-19.009901,13.861386,0.000000
-19.009901,14.257426,0.000000
-19.009901,14.653465,0.000000
-19.009901,15.049505,0.000000
-19.009901,15.445545,0.000000
-19.009901,15.841584,0.000000
-19.009901,16.237624,0.000000
-19.009901,16.633663,0.000000
-19.009901,17.029703,0.000000
-19.009901,17.425743,0.000000
-19.009901,17.821782,0.000000
-19.009901,18.217822,0.000000
-19.009901,18.613861,0.000000
-19.009901,19.009901,0.000000
-19.009901,19.405941,0.000000
-19.009901,19.801980,0.000000
-18.613861,-19.801980,0.000000
-18.613861,-19.405941,0.000000
-18.613861,-19.009901,0.000000
-18.613861,-18.613861,0.000000
-18.613861,-18.217822,0.000000
-18.613861,-17.821782,0.000000
-18.613861,-17.425743,0.000000
-18.613861,-17.029703,0.000000
-18.613861,-16.633663,0.000000
-18.613861,-16.237624,0.000000
-18.613861,-15.841584,0.000000
-18.613861,-15.445545,0.000000
-18.613861,-15.049505,0.000000
-18.613861,-14.653465,0.000000
-18.613861,-14.257426,0.000000
-18.613861,-13.861386,0.000000
-18.613861,-13.465347,0.000000
-18.613861,-13.069307,0.000000
-18.613861,-12.673267,0.000000
-18.613861,-12.277228,0.000000
-18.613861,-11.881188,0.000000
-18.613861,-11.485149,0.000000
-18.613861,-11.089109,0.000000
-18.613861,-10.693069,0.000000
-18.613861,-10.297030,0.000000
-18.613861,-9.900990,0.000000
-18.613861,-9.504950,0.000000
-18.613861,-9.108911,0.000000
-18.613861,-8.712871,0.000000
-18.613861,-8.316832,0.164201
-18.613861,-7.920792,0.634997
-18.613861,-7.524752,1.004450
-18.613861,-7.128713,1.049348
-18.613861,-6.732673,0.964682
-18.613861,-6.336634,0.946723
-18.613861,-5.940594,1.024975
-18.613861,-5.544554,1.018561
-18.613861,-5.148515,0.994187
-18.613861,-4.752475,1.094247
-18.613861,-4.356436,1.068591
-18.613861,-3.960396,1.094247
-18.613861,-3.564356,1.039086
-18.613861,-3.168317,0.924915
-18.613861,-2.772277,1.035237
-18.613861,-2.376238,1.068591
-18.613861,-1.980198,1.099378
-18.613861,-1.584158,1.024975
-18.613861,-1.188119,0.978793
-18.613861,-0.792079,1.094247
-18.613861,-0.396040,1.040369
-18.613861,0.000000,1.050631
-18.613861,0.396040,0.996753
-18.613861,0.792079,0.996753
-18.613861,1.188119,1.010864
-18.613861,1.584158,0.921066
-18.613861,1.980198,0.973662
-18.613861,2.376238,0.912086
-18.613861,2.772277,1.058328
-18.613861,3.168317,1.089116
-18.613861,3.564356,1.121186
-18.613861,3.960396,0.955702
-18.613861,4.356436,0.944157
-18.613861,4.752475,0.986490
-18.613861,5.148515,0.927480
-18.613861,5.544554,0.990339
-18.613861,5.940594,0.986490
-18.613861,6.336634,0.969813
-18.613861,6.732673,0.960834
-18.613861,7.128713,1.030106
-18.613861,7.524752,0.627300
-18.613861,7.920792,0.161636
-18.613861,8.316832,0.000000
-18.613861,8.712871,0.000000
-18.613861,9.108911,0.000000
-18.613861,9.504950,0.000000
-18.613861,9.900990,0.000000
-18.613861,10.297030,0.000000
-18.613861,10.693069,0.000000
-18.613861,11.089109,0.000000
-18.613861,11.485149,0.000000
-18.613861,11.881188,0.000000
-18.613861,12.277228,0.000000
-18.613861,12.673267,0.000000
-18.613861,13.069307,0.000000
-18.613861,13.465347,0.000000
-18.613861,13.861386,0.000000
-18.613861,14.257426,0.000000
-18.613861,14.653465,0.000000
-18.613861,15.049505,0.000000
-18.613861,15.445545,0.000000
-18.613861,15.841584,0.000000
-18.613861,16.237624,0.000000
-18.613861,16.633663,0.000000
-18.613861,17.029703,0.000000
-18.613861,17.425743,0.000000
-18.613861,17.821782,0.000000
-18.613861,18.217822,0.000000
-18.613861,18.613861,0.000000
-18.613861,19.009901,0.000000
-18.613861,19.405941,0.000000
-18.613861,19.801980,0.000000
-18.217822,-19.801980,0.000000
-18.217822,-19.405941,0.000000
-18.217822,-19.009901,0.000000
-18.217822,-18.613861,0.000000
-18.217822,-18.217822,0.000000
-18.217822,-17.821782,0.000000
-18.217822,-17.425743,0.000000
-18.217822,-17.029703,0.000000
-18.217822,-16.633663,0.000000
-18.217822,-16.237624,0.000000
-18.217822,-15.841584,0.000000
-18.217822,-15.445545,0.000000
-18.217822,-15.049505,0.000000
-18.217822,-14.653465,0.000000
-18.217822,-14.257426,0.000000
-18.217822,-13.861386,0.000000
-18.217822,-13.465347,0.000000
-18.217822,-13.069307,0.000000
-18.217822,-12.673267,0.000000
-18.217822,-12.277228,0.000000
-18.217822,-11.881188,0.000000
-18.217822,-11.485149,0.000000
-18.217822,-11.089109,0.000000
-18.217822,-10.693069,0.000000
-18.217822,-10.297030,0.000000
-18.217822,-9.900990,0.000000
-18.217822,-9.504950,0.000000
-18.217822,-9.108911,0.218080
-18.217822,-8.712871,0.736340
-18.217822,-8.316832,1.090399
-18.217822,-7.920792,1.036520
-18.217822,-7.524752,1.059611
-18.217822,-7.128713,1.051914
-18.217822,-6.732673,0.950571
-18.217822,-6.336634,0.897975
-18.217822,-5.940594,1.008298
-18.217822,-5.544554,0.909521
-18.217822,-5.148515,1.007015
-18.217822,-4.752475,1.131449
-18.217822,-4.356436,1.172499
-18.217822,-3.960396,1.117338
-18.217822,-3.564356,0.980076
-18.217822,-3.168317,1.013429
-18.217822,-2.772277,1.015995
-18.217822,-2.376238,1.045500
-18.217822,-1.980198,1.062177
-18.217822,-1.584158,1.087833
-18.217822,-1.188119,1.089116
-18.217822,-0.792079,1.027540
-18.217822,-0.396040,1.055762
-18.217822,0.000000,1.159671
-18.217822,0.396040,0.987773
-18.217822,0.792079,0.935177
-18.217822,1.188119,1.003167
-18.217822,1.584158,0.930046
-18.217822,1.980198,0.924915
-18.217822,2.376238,0.971096
-18.217822,2.772277,1.076288
-18.217822,3.168317,1.172499
-18.217822,3.564356,1.151974
-18.217822,3.960396,1.096813
-18.217822,4.356436,0.963399
-18.217822,4.752475,0.971096
-18.217822,5.148515,0.982642
-18.217822,5.544554,0.954420
-18.217822,5.940594,0.974945
-18.217822,6.336634,0.933894
-18.217822,6.732673,1.032672
-18.217822,7.128713,1.015995
-18.217822,7.524752,1.054480
-18.217822,7.920792,1.105793
-18.217822,8.316832,0.746602
-18.217822,8.712871,0.236039
-18.217822,9.108911,0.000000
-18.217822,9.504950,0.000000
-18.217822,9.900990,0.000000
-18.217822,10.297030,0.000000
-18.217822,10.693069,0.000000
-18.217822,11.089109,0.000000
-18.217822,11.485149,0.000000
-18.217822,11.881188,0.000000
-18.217822,12.277228,0.000000
-18.217822,12.673267,0.000000
-18.217822,13.069307,0.000000
-18.217822,13.465347,0.000000
-18.217822,13.861386,0.000000
-18.217822,14.257426,0.000000
-18.217822,14.653465,0.000000
-18.217822,15.049505,0.000000
-18.217822,15.445545,0.000000
-18.217822,15.841584,0.000000
-18.217822,16.237624,0.000000
-18.217822,16.633663,0.000000
-18.217822,17.029703,0.000000
-18.217822,17.425743,0.000000
-18.217822,17.821782,0.000000
-18.217822,18.217822,0.000000
-18.217822,18.613861,0.000000
-18.217822,19.009901,0.000000
-18.217822,19.405941,0.000000
-18.217822,19.801980,0.000000
-17.821782,-19.801980,0.000000
-17.821782,-19.405941,0.000000
-17.821782,-19.009901,0.000000
-17.821782,-18.613861,0.000000
-17.821782,-18.217822,0.000000
-17.821782,-17.821782,0.000000
-17.821782,-17.425743,0.000000
-17.821782,-17.029703,0.000000
-17.821782,-16.633663,0.000000
-17.821782,-16.237624,0.000000
-17.821782,-15.841584,0.000000
-17.821782,-15.445545,0.000000
-17.821782,-15.049505,0.000000
-17.821782,-14.653465,0.000000
-17.821782,-14.257426,0.000000
-17.821782,-13.861386,0.000000
-17.821782,-13.465347,0.000000
-17.821782,-13.069307,0.000000
-17.821782,-12.673267,0.000000
-17.821782,-12.277228,0.000000
-17.821782,-11.881188,0.000000
-17.821782,-11.485149,0.000000
-17.821782,-11.089109,0.000000
-17.821782,-10.693069,0.000000
-17.821782,-10.297030,0.000000
-17.821782,-9.900990,0.171898
-17.821782,-9.504950,0.640128
-17.821782,-9.108911,0.990339
-17.821782,-8.712871,0.965965
-17.821782,-8.316832,0.965965
-17.821782,-7.920792,1.060894
-17.821782,-7.524752,0.935177
-17.821782,-7.128713,0.980076
-17.821782,-6.732673,0.945440
-17.821782,-6.336634,0.944157
-17.821782,-5.940594,0.939026
-17.821782,-5.544554,0.895410
-17.821782,-5.148515,0.945440
-17.821782,-4.752475,1.096813
-17.821782,-4.356436,1.007015
-17.821782,-3.960396,1.109641
-17.821782,-3.564356,1.095530
-17.821782,-3.168317,1.066025
-17.821782,-2.772277,1.076288
-17.821782,-2.376238,1.085267
-17.821782,-1.980198,1.110924
-17.821782,-1.584158,1.060894
-17.821782,-1.188119,1.096813
-17.821782,-0.792079,1.081419
-17.821782,-0.396040,1.021126
-17.821782,0.000000,1.042934
-17.821782,0.396040,1.076288
-17.821782,0.792079,0.917218
-17.821782,1.188119,1.032672
-17.821782,1.584158,1.007015
-17.821782,1.980198,1.031389
-17.821782,2.376238,1.062177
-17.821782,2.772277,1.104510
-17.821782,3.168317,1.137863
-17.821782,3.564356,1.087833
-17.821782,3.960396,1.085267
-17.821782,4.356436,1.013429
-17.821782,4.752475,0.971096
-17.821782,5.148515,1.014712
-17.821782,5.544554,0.904389
-17.821782,5.940594,1.050631
-17.821782,6.336634,0.972379
-17.821782,6.732673,1.048066
-17.821782,7.128713,1.078853
-17.821782,7.524752,1.087833
-17.821782,7.920792,1.044217
-17.821782,8.316832,1.051914
-17.821782,8.712871,1.040369
-17.821782,9.108911,0.728643
-17.821782,9.504950,0.218080
-17.821782,9.900990,0.000000
-17.821782,10.297030,0.000000
-17.821782,10.693069,0.000000
-17.821782,11.089109,0.000000
-17.821782,11.485149,0.000000
-17.821782,11.881188,0.000000
-17.821782,12.277228,0.000000
-17.821782,12.673267,0.000000
-17.821782,13.069307,0.000000
-17.821782,13.465347,0.000000
-17.821782,13.861386,0.000000
-17.821782,14.257426,0.000000
-17.821782,14.653465,0.000000
-17.821782,15.049505,0.000000
-17.821782,15.445545,0.000000
-17.821782,15.841584,0.000000
-17.821782,16.237624,0.000000
-17.821782,16.633663,0.000000
-17.821782,17.029703,0.000000
-17.821782,17.425743,0.000000
-17.821782,17.821782,0.000000
-17.821782,18.217822,0.000000
-17.821782,18.613861,0.000000
-17.821782,19.009901,0.000000
-17.821782,19.405941,0.000000
-17.821782,19.801980,0.000000
-17.425743,-19.801980,0.000000
-17.425743,-19.405941,0.000000
-17.425743,-19.009901,0.000000
-17.425743,-18.613861,0.000000
-17.425743,-18.217822,0.000000
-17.425743,-17.821782,0.000000
-17.425743,-17.425743,0.000000
-17.425743,-17.029703,0.000000
-17.425743,-16.633663,0.000000
-17.425743,-16.237624,0.000000
-17.425743,-15.841584,0.000000
-17.425743,-15.445545,0.000000
-17.425743,-15.049505,0.000000
-17.425743,-14.653465,0.000000
-17.425743,-14.257426,0.000000
-17.425743,-13.861386,0.000000
-17.425743,-13.465347,0.000000
-17.425743,-13.069307,0.000000
-17.425743,-12.673267,0.000000
-17.425743,-12.277228,0.000000
-17.425743,-11.881188,0.000000
-17.425743,-11.485149,0.000000
-17.425743,-11.089109,0.000000
-17.425743,-10.693069,0.067990
-17.425743,-10.297030,0.563159
-17.425743,-9.900990,1.014712
-17.425743,-9.504950,1.035237
-17.425743,-9.108911,0.931329
-17.425743,-8.712871,0.991621
-17.425743,-8.316832,1.086550
-17.425743,-7.920792,1.027540
-17.425743,-7.524752,0.994187
-17.425743,-7.128713,0.969813
-17.425743,-6.732673,0.950571
-17.425743,-6.336634,0.994187
-17.425743,-5.940594,0.941591
-17.425743,-5.544554,1.008298
-17.425743,-5.148515,1.013429
-17.425743,-4.752475,1.089116
-17.425743,-4.356436,1.032672
-17.425743,-3.960396,1.146843
-17.425743,-3.564356,1.118621
-17.425743,-3.168317,1.073722
-17.425743,-2.772277,1.075005
-17.425743,-2.376238,1.042934
-17.425743,-1.980198,1.048066
-17.425743,-1.584158,1.028823
-17.425743,-1.188119,1.023692
-17.425743,-0.792079,0.955702
-17.425743,-0.396040,1.008298
-17.425743,0.000000,0.954420
-17.425743,0.396040,0.954420
-17.425743,0.792079,0.990339
-17.425743,1.188119,0.998035
-17.425743,1.584158,1.057045
-17.425743,1.980198,1.013429
-17.425743,2.376238,1.057045
-17.425743,2.772277,1.078853
-17.425743,3.168317,1.085267
-17.425743,3.564356,1.031389
-17.425743,3.960396,1.041651
-17.425743,4.356436,1.022409
-17.425743,4.752475,0.918501
-17.425743,5.148515,0.914652
-17.425743,5.544554,0.939026
-17.425743,5.940594,1.045500
-17.425743,6.336634,0.977510
-17.425743,6.732673,1.030106
-17.425743,7.128713,1.009581
-17.425743,7.524752,1.140429
-17.425743,7.920792,1.081419
-17.425743,8.316832,1.045500
-17.425743,8.712871,1.023692
-17.425743,9.108911,1.107075
-17.425743,9.504950,1.036520
-17.425743,9.900990,0.695289
-17.425743,10.297030,0.091080
-17.425743,10.693069,0.000000
-17.425743,11.089109,0.000000
-17.425743,11.485149,0.000000
-17.425743,11.881188,0.000000
-17.425743,12.277228,0.000000
-17.425743,12.673267,0.000000
-17.425743,13.069307,0.000000
-17.425743,13.465347,0.000000
-17.425743,13.861386,0.000000
-17.425743,14.257426,0.000000
-17.425743,14.653465,0.000000
-17.425743,15.049505,0.000000
-17.425743,15.445545,0.000000
-17.425743,15.841584,0.000000
-17.425743,16.237624,0.000000
-17.425743,16.633663,0.000000
-17.425743,17.029703,0.000000
-17.425743,17.425743,0.000000
-17.425743,17.821782,0.000000
-17.425743,18.217822,0.000000
-17.425743,18.613861,0.000000
-17.425743,19.009901,0.000000
-17.425743,19.405941,0.000000
-17.425743,19.801980,0.000000
-17.029703,-19.801980,0.000000
-17.029703,-19.405941,0.000000
-17.029703,-19.009901,0.000000
-17.029703,-18.613861,0.000000
-17.029703,-18.217822,0.000000
-17.029703,-17.821782,0.000000
-17.029703,-17.425743,0.000000
-17.029703,-17.029703,0.000000
-17.029703,-16.633663,0.000000
-17.029703,-16.237624,0.000000
-17.029703,-15.841584,0.000000
-17.029703,-15.445545,0.000000
-17.029703,-15.049505,0.000000
-17.029703,-14.653465,0.000000
-17.029703,-14.257426,0.000000
-17.029703,-13.861386,0.000000
-17.029703,-13.465347,0.000000
-17.029703,-13.069307,0.000000
-17.029703,-12.673267,0.000000
-17.029703,-12.277228,0.000000
-17.029703,-11.881188,0.000000
-17.029703,-11.485149,0.000000
-17.029703,-11.089109,0.404089
-17.029703,-10.693069,0.962116
-17.029703,-10.297030,1.019843
-17.029703,-9.900990,1.007015
-17.029703,-9.504950,1.019843
-17.029703,-9.108911,0.978793
-17.029703,-8.712871,0.978793
-17.029703,-8.316832,1.039086
-17.029703,-7.920792,1.094247
-17.029703,-7.524752,0.987773
-17.029703,-7.128713,0.956985
-17.029703,-6.732673,0.944157
-17.029703,-6.336634,0.974945
-17.029703,-5.940594,1.012147
-17.029703,-5.544554,1.030106
-17.029703,-5.148515,1.040369
-17.029703,-4.752475,1.042934
-17.029703,-4.356436,1.023692
-17.029703,-3.960396,1.060894
-17.029703,-3.564356,1.064742
-17.029703,-3.168317,1.012147
-17.029703,-2.772277,1.033954
-17.029703,-2.376238,1.030106
-17.029703,-1.980198,1.017278
-17.029703,-1.584158,0.917218
-17.029703,-1.188119,0.994187
-17.029703,-0.792079,0.954420
-17.029703,-0.396040,1.014712
-17.029703,0.000000,0.930046
-17.029703,0.396040,0.926197
-17.029703,0.792079,0.867188
-17.029703,1.188119,0.933894
-17.029703,1.584158,1.054480
-17.029703,1.980198,1.042934
-17.029703,2.376238,1.085267
-17.029703,2.772277,1.032672
-17.029703,3.168317,1.073722
-17.029703,3.564356,1.094247
-17.029703,3.960396,0.989056
-17.029703,4.356436,0.964682
-17.029703,4.752475,0.936460
-17.029703,5.148515,0.933894
-17.029703,5.544554,0.926197
-17.029703,5.940594,1.022409
-17.029703,6.336634,0.978793
-17.029703,6.732673,1.027540
-17.029703,7.128713,1.059611
-17.029703,7.524752,1.090399
-17.029703,7.920792,1.141712
-17.029703,8.316832,1.110924
-17.029703,8.712871,1.053197
-17.029703,9.108911,1.032672
-17.029703,9.504950,1.080136
-17.029703,9.900990,1.012147
-17.029703,10.297030,0.895410
-17.029703,10.693069,0.321988
-17.029703,11.089109,0.000000
-17.029703,11.485149,0.000000
-17.029703,11.881188,0.000000
-17.029703,12.277228,0.000000
-17.029703,12.673267,0.000000
-17.029703,13.069307,0.000000
-17.029703,13.465347,0.000000
-17.029703,13.861386,0.000000
-17.029703,14.257426,0.000000
-17.029703,14.653465,0.000000
-17.029703,15.049505,0.000000
-17.029703,15.445545,0.000000
-17.029703,15.841584,0.000000
-17.029703,16.237624,0.000000
-17.029703,16.633663,0.000000
-17.029703,17.029703,0.000000
-17.029703,17.425743,0.000000
-17.029703,17.821782,0.000000
-17.029703,18.217822,0.000000
-17.029703,18.613861,0.000000
-17.029703,19.009901,0.000000
-17.029703,19.405941,0.000000
-17.029703,19.801980,0.000000
-16.633663,-19.801980,0.000000
-16.633663,-19.405941,0.000000
-16.633663,-19.009901,0.000000
-16.633663,-18.613861,0.000000
-16.633663,-18.217822,0.000000
-16.633663,-17.821782,0.000000
-16.633663,-17.425743,0.000000
-16.633663,-17.029703,0.000000
-16.633663,-16.633663,0.000000
-16.633663,-16.237624,0.000000
-16.633663,-15.841584,0.000000
-16.633663,-15.445545,0.000000
-16.633663,-15.049505,0.000000
-16.633663,-14.653465,0.000000
-16.633663,-14.257426,0.000000
-16.633663,-13.861386,0.000000
-16.633663,-13.465347,0.000000
-16.633663,-13.069307,0.000000
-16.633663,-12.673267,0.000000
-16.633663,-12.277228,0.000000
-16.633663,-11.881188,0.097494
-16.633663,-11.485149,0.719663
-16.633663,-11.089109,1.059611
-16.633663,-10.693069,1.109641
-16.633663,-10.297030,0.968531
-16.633663,-9.900990,0.977510
-16.633663,-9.504950,1.039086
-16.633663,-9.108911,1.033954
-16.633663,-8.712871,1.005732
-16.633663,-8.316832,1.057045
-16.633663,-7.920792,1.104510
-16.633663,-7.524752,1.058328
-16.633663,-7.128713,0.985207
-16.633663,-6.732673,0.964682
-16.633663,-6.336634,0.886430
-16.633663,-5.940594,1.096813
