promedio_temporal,energia_en_cada_paso
-0.000952,-0.000952
-0.001073,-0.001195
-0.001166,-0.001352
-0.001249,-0.001496
-0.001312,-0.001565
-0.001378,-0.001706
-0.001437,-0.001796
-0.001482,-0.001794
-0.001530,-0.001915
-0.001572,-0.001948
-0.001610,-0.001990
-0.001644,-0.002016
-0.001679,-0.002101
-0.001712,-0.002139
-0.001740,-0.002140
-0.001765,-0.002142
-0.001788,-0.002143
-0.001807,-0.002136
-0.001824,-0.002139
-0.001840,-0.002143
-0.001857,-0.002190
-0.001872,-0.002194
-0.001886,-0.002193
-0.001900,-0.002220
-0.001916,-0.002292
-0.001930,-0.002287
-0.001944,-0.002296
-0.001959,-0.002370
-0.001974,-0.002403
-0.001990,-0.002446
-0.002005,-0.002448
-0.002019,-0.002455
-0.002035,-0.002548
-0.002052,-0.002605
-0.002070,-0.002691
-0.002087,-0.002691
-0.002104,-0.002721
-0.002123,-0.002800
-0.002141,-0.002838
-0.002159,-0.002852
-0.002177,-0.002896
-0.002195,-0.002941
-0.002213,-0.002992
-0.002231,-0.002996
-0.002248,-0.002992
-0.002264,-0.002994
-0.002281,-0.003047
-0.002298,-0.003090
-0.002314,-0.003092
-0.002330,-0.003096
-0.002346,-0.003147
-0.002362,-0.003186
-0.002378,-0.003192
-0.002393,-0.003240
-0.002409,-0.003239
-0.002424,-0.003239
-0.002438,-0.003244
-0.002452,-0.003240
-0.002466,-0.003291
-0.002480,-0.003306
-0.002494,-0.003339
-0.002508,-0.003340
-0.002521,-0.003336
-0.002534,-0.003342
-0.002546,-0.003339
-0.002558,-0.003340
-0.002570,-0.003342
-0.002581,-0.003344
-0.002592,-0.003340
-0.002603,-0.003338
-0.002613,-0.003341
-0.002624,-0.003344
-0.002633,-0.003339
-0.002643,-0.003339
-0.002652,-0.003339
-0.002661,-0.003342
-0.002671,-0.003395
-0.002681,-0.003461
-0.002691,-0.003494
-0.002701,-0.003494
-0.002711,-0.003490
-0.002720,-0.003495
-0.002730,-0.003545
-0.002740,-0.003541
-0.002750,-0.003543
-0.002759,-0.003540
-0.002768,-0.003543
-0.002777,-0.003548
-0.002785,-0.003545
-0.002794,-0.003544
-0.002802,-0.003595
-0.002811,-0.003599
-0.002820,-0.003593
-0.002828,-0.003598
-0.002836,-0.003595
-0.002844,-0.003600
-0.002852,-0.003656
-0.002861,-0.003743
-0.002870,-0.003745
-0.002879,-0.003747
-0.002888,-0.003749
-0.002896,-0.003745
-0.002904,-0.003752
-0.002912,-0.003747
-0.002921,-0.003796
-0.002929,-0.003811
-0.002938,-0.003848
-0.002946,-0.003851
-0.002955,-0.003907
-0.002965,-0.003994
-0.002974,-0.003997
-0.002983,-0.004047
-0.002993,-0.004048
-0.003002,-0.004069
-0.003012,-0.004097
-0.003021,-0.004117
-0.003031,-0.004143
-0.003040,-0.004141
-0.003050,-0.004146
-0.003059,-0.004187
-0.003069,-0.004250
-0.003079,-0.004247
-0.003089,-0.004300
-0.003099,-0.004329
-0.003109,-0.004398
